ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,TERRA_INDI
degradacao,9,2020,Sentinel-1-2,MT,0.0262,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0307,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0362,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0814,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0505,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0497,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0768,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0593,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0458,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0728,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0242,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0348,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.016,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0233,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0114,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0417,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0314,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0266,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0333,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0521,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.3789,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0457,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0203,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0418,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0169,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.042,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.042,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0394,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0387,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1146,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1394,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0433,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0433,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.044,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0191,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0161,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.013,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0163,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0908,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0193,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0236,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0695,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0577,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0425,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.018,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1177,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0183,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1577,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0334,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0833,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0338,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0193,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1684,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0533,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.4625,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0842,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0348,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0597,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.033,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0331,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1823,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0333,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1038,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0207,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0449,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0149,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0341,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0684,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0188,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0435,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.021,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.3129,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0279,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0625,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.041,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0232,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0921,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1831,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0477,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0239,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0246,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0424,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.211,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.018,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.4643,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0585,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.2379,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0863,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0141,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0607,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0371,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0603,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,1.2095,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0175,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0446,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1699,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0459,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0686,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0429,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0385,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0135,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0886,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.277,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.3435,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0715,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0217,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0361,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0462,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0215,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0474,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0213,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0469,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0158,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1497,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.2199,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.046,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0212,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1706,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.023,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0444,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0234,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0235,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0216,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0217,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0219,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0218,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0407,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0263,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.3993,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0266,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.3952,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0203,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0475,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0227,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0519,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.5396,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0891,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0394,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0252,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.5727,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0253,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.075,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1149,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0156,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0652,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0186,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.4493,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,2.7267,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.549,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0273,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0472,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0421,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0168,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.2405,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.042,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0732,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0156,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0501,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.049,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0169,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0505,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0445,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0255,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0987,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0745,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.2493,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0303,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.023,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1045,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.2497,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0243,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0298,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0204,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0326,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.091,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0228,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0781,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0796,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.2726,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0425,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0265,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.038,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0851,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0327,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0257,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0628,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0207,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.022,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0382,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1571,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0824,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0237,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0376,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0411,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0898,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1203,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0383,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,1.0892,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.2358,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0123,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0262,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0355,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0607,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0606,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.2565,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0274,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0381,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0379,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0201,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0861,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0364,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.1613,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0618,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0251,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1007,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0644,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0861,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0228,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0263,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0187,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.4128,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0203,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0542,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0708,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.034,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0171,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.08,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0179,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0277,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0422,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0921,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1384,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0291,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1127,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0268,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0205,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0205,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0261,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0495,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0487,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0579,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.022,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0552,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0587,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0592,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.034,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0228,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0256,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.025,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0219,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0288,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0348,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0189,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0348,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0724,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0452,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0243,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0298,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0274,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0316,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.5149,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0986,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.2728,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.024,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0187,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0245,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0245,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0239,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0818,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0381,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.1189,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.057,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0158,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0157,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0167,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0201,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,13.705,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0815,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0424,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0595,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0114,PI Xingu
degradacao,10,2017,Sentinel-1-2,MT,1.679,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0526,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0308,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0316,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0875,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0455,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0744,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0348,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0307,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.029,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0327,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0928,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0404,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0415,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0163,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0326,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.5942,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.0891,PI Xingu
degradacao,9,2020,Sentinel-1-2,MT,0.037,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0577,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0344,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0673,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0369,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0978,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0731,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0138,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0638,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0538,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.2568,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.031,PI Xingu
degradacao,11,2019,Sentinel-1-2,MT,0.0146,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0364,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.2613,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0101,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0274,PI Xingu
degradacao,11,2019,Sentinel-1-2,MT,47.6331,PI Xingu
degradacao,10,2019,Sentinel-1-2,MT,2.6059,PI Xingu
degradacao,10,2019,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,11,2019,Sentinel-1-2,MT,0.4808,PI Xingu
degradacao,10,2019,Sentinel-1-2,MT,1.5596,PI Xingu
degradacao,11,2019,Sentinel-1-2,MT,0.019,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.016,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0804,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0254,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,5.239,PI Xingu
degradacao,10,2019,Sentinel-1-2,MT,1.3945,PI Xingu
degradacao,10,2018,Sentinel-1-2,MT,0.2946,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0555,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0814,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0735,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0326,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.047,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.019,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0444,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0345,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.021,PI Xingu
degradacao,12,2019,Sentinel-1-2,MT,0.0699,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0617,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0424,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0346,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0337,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.111,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0961,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0424,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0368,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0323,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0324,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0791,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0789,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0588,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.034,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.1788,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0335,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0294,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0177,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0661,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0151,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0299,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0523,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0287,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0782,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,2.9327,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0347,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0266,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0124,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0207,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0532,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.3094,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0146,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.0843,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.0342,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.0276,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0381,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0308,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.2519,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.0404,PI Xingu
degradacao,1,2021,Sentinel-1-2,MT,0.032,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0567,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0313,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.3529,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.2547,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0315,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,4.3904,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0873,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0113,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,13.4879,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0222,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0251,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0266,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.1013,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.2669,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0594,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0105,PI Xingu
degradacao,10,2020,Sentinel-1-2,MT,0.0231,PI Xingu
degradacao,11,2020,Sentinel-1-2,MT,0.0183,PI Xingu
