ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,TERRA_INDI
degradacao,1,2023,Sentinel-2,MT,0.4727,TI Zoró
degradacao,1,2023,Sentinel-2,RO,0.3484,TI Massaco
degradacao,1,2023,Sentinel-2,MT,0.2112,TI Zoró
degradacao,1,2023,Sentinel-2,MT,0.1081,TI Zoró
degradacao,1,2023,Sentinel-2,MT,0.0405,TI Zoró
degradacao,11,2022,Landsat-8,AM,0.9319,TI Peneri/Tacaquiri
degradacao,11,2022,Landsat-8,MT,0.0646,TI Pequizal
degradacao,11,2022,Landsat-8,MT,0.0453,TI Pequizal
degradacao,11,2022,Landsat-8,AM,0.0242,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-1,MT,3.2485,TI Sangradouro/Volta Grande
degradacao,11,2022,Sentinel-1,AM,0.0398,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-2,MT,12.2393,PI Xingu
degradacao,11,2022,Sentinel-2,MT,12.1481,TI Aripuanã
degradacao,11,2022,Sentinel-2,MT,10.3307,PI Xingu
degradacao,11,2022,Sentinel-2,MT,2.1065,TI Sararé
degradacao,11,2022,Sentinel-2,MT,4.6929,TI Sararé
degradacao,11,2022,Sentinel-2,MT,4.4323,TI Capoto/Jarina
degradacao,11,2022,Sentinel-2,MT,4.4236,TI Wawi
degradacao,11,2022,Sentinel-2,MT,4.0455,TI Wawi
degradacao,11,2022,Sentinel-2,MT,3.3808,PI Xingu
degradacao,11,2022,Sentinel-2,MT,0.0194,TI Capoto/Jarina
degradacao,11,2022,Sentinel-2,MT,2.3603,PI Xingu
degradacao,11,2022,Sentinel-2,MT,1.9287,TI Sararé
degradacao,11,2022,Sentinel-2,MT,1.8723,PI Xingu
degradacao,11,2022,Sentinel-2,MT,1.6035,TI Capoto/Jarina
degradacao,11,2022,Sentinel-2,MT,1.5688,PI Xingu
degradacao,11,2022,Sentinel-2,MT,1.3305,TI Wawi
degradacao,11,2022,Sentinel-2,MT,1.3177,TI Capoto/Jarina
degradacao,11,2022,Sentinel-2,MT,0.1574,PI Xingu
degradacao,11,2022,Sentinel-2,MT,0.829,TI Aripuanã
degradacao,11,2022,Sentinel-2,MT,0.6761,PI Xingu
degradacao,11,2022,Sentinel-2,PA,0.6415,TI Mundurucu
degradacao,11,2022,Sentinel-2,MT,0.6105,TI Wawi
degradacao,11,2022,Sentinel-2,MT,0.5881,TI Pequizal
degradacao,11,2022,Sentinel-2,MT,0.5207,PI Xingu
degradacao,11,2022,Sentinel-2,MT,0.504,PI Xingu
degradacao,11,2022,Sentinel-2,MT,0.1968,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,MT,0.4847,PI Xingu
degradacao,11,2022,Sentinel-2,RO,0.4626,PI Aripuanã
degradacao,11,2022,Sentinel-2,AM,0.4099,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-2,MT,0.3703,PI Xingu
degradacao,11,2022,Sentinel-2,PA,0.3413,TI Sarauá
degradacao,11,2022,Sentinel-2,PA,0.3034,TI Sarauá
degradacao,11,2022,Sentinel-2,MT,0.2925,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,MT,0.2841,TI Wawi
degradacao,11,2022,Sentinel-2,MT,0.2782,TI Wawi
degradacao,11,2022,Sentinel-2,MT,0.26,TI Wawi
degradacao,11,2022,Sentinel-2,PA,0.2535,TI Sarauá
degradacao,11,2022,Sentinel-2,MT,0.2283,TI Wawi
degradacao,11,2022,Sentinel-2,PA,0.1603,TI Sarauá
degradacao,11,2022,Sentinel-2,AM,0.1484,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-2,MA,0.1407,TI Krikati
degradacao,11,2022,Sentinel-2,MT,0.126,TI Sararé
degradacao,11,2022,Sentinel-2,PA,0.0999,TI Sarauá
degradacao,11,2022,Sentinel-2,RO,0.0951,TI Igarapé Lage
degradacao,11,2022,Sentinel-2,AM,0.0582,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-2,MT,0.058,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,PA,0.0458,TI Sarauá
degradacao,11,2022,Sentinel-2,MT,0.0425,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,MT,0.0414,TI Aripuanã
degradacao,11,2022,Sentinel-2,PA,0.0403,TI Sarauá
degradacao,11,2022,Sentinel-2,AM,0.03,TI Peneri/Tacaquiri
degradacao,11,2022,Sentinel-2,MT,0.0286,TI Pequizal
degradacao,11,2022,Sentinel-2,MT,0.028,TI Capoto/Jarina
degradacao,11,2022,Sentinel-2,PA,0.0259,TI Sarauá
degradacao,11,2022,Sentinel-2,MT,0.0182,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,MT,0.0173,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,PA,0.0169,TI Sarauá
degradacao,11,2022,Sentinel-2,MT,0.013,TI Vale do Guaporé
degradacao,11,2022,Sentinel-2,MT,0.0121,TI Vale do Guaporé
degradacao,8,2022,Landsat-8,MT,0.0797,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8,MT,0.0505,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8,MT,0.0206,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9,PA,0.0345,TI Kayapó
degradacao,8,2022,Landsat-9,MT,0.0216,PI Xingu
degradacao,8,2022,Landsat-9,MT,0.0172,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9,MT,0.0155,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,1.152,PI Xingu
degradacao,8,2022,Sentinel-2,MT,52.4472,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,30.5396,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,17.0847,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,15.7192,PI Xingu
degradacao,8,2022,Sentinel-2,MT,8.0751,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,7.0516,PI Xingu
degradacao,8,2022,Sentinel-2,PA,6.1903,TI Kayapó
degradacao,8,2022,Sentinel-2,PA,6.1185,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,5.9873,PI Xingu
degradacao,8,2022,Sentinel-2,MT,5.7361,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,4.4562,PI Xingu
degradacao,8,2022,Sentinel-2,PA,4.1632,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,2.7134,TI Wawi
degradacao,8,2022,Sentinel-2,PA,2.4171,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,2.1853,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.8428,TI Kayapó
degradacao,8,2022,Sentinel-2,TO,1.9148,TI Apinayé
degradacao,8,2022,Sentinel-2,MT,1.8917,PI Xingu
degradacao,8,2022,Sentinel-2,MT,1.8105,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,TO,1.6346,TI Apinayé
degradacao,8,2022,Sentinel-2,MT,1.3904,PI Xingu
degradacao,8,2022,Sentinel-2,MT,1.366,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,1.3052,PI Xingu
degradacao,8,2022,Sentinel-2,MT,1.1994,TI Enawenê Nawê
degradacao,8,2022,Sentinel-2,MA,1.1816,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,113.3597,PI Xingu
degradacao,8,2022,Sentinel-2,TO,1.1215,TI Apinayé
degradacao,8,2022,Sentinel-2,MA,0.9003,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.6536,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.238,TI Kayapó
degradacao,8,2022,Sentinel-2,MA,0.6496,TI Cana Brava
degradacao,8,2022,Sentinel-2,MA,0.0365,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.5699,TI Urubu Branco
degradacao,8,2022,Sentinel-2,TO,0.5634,TI Apinayé
degradacao,8,2022,Sentinel-2,MT,0.559,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,PA,0.507,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.5022,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.4678,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.4662,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.4604,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.4297,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.4259,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.4127,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.3917,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MA,0.3788,TI Cana Brava
degradacao,8,2022,Sentinel-2,MA,0.3621,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.3599,TI Enawenê Nawê
degradacao,8,2022,Sentinel-2,PA,0.3595,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.3543,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.3487,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.3267,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MA,0.3088,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.2961,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.2961,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MA,0.2948,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.2847,PI Xingu
degradacao,8,2022,Sentinel-2,MA,0.0229,TI Cana Brava
degradacao,8,2022,Sentinel-2,MT,0.2399,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.2369,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.2071,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.2055,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.1954,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.1855,TI Kayapó
degradacao,8,2022,Sentinel-2,TO,0.1725,TI Apinayé
degradacao,8,2022,Sentinel-2,MT,0.172,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.1516,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.168,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.1673,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.1652,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.1636,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.1539,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.1474,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.1334,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.1298,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.1274,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.1148,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0444,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.1054,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,PA,0.0992,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0979,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.089,TI Kayapó
degradacao,8,2022,Sentinel-2,PA,0.0878,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.086,TI Urubu Branco
degradacao,8,2022,Sentinel-2,TO,0.0855,TI Apinayé
degradacao,8,2022,Sentinel-2,MT,0.079,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0782,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0751,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0718,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.065,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0649,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0633,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0622,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0607,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0579,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.057,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.0556,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0534,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0531,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0527,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0504,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,PA,0.0498,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0486,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.047,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.0461,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0453,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.0439,TI Menkragnoti
degradacao,8,2022,Sentinel-2,PA,0.0432,TI Baú
degradacao,8,2022,Sentinel-2,MT,0.0403,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0402,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.0399,TI Menkragnoti
degradacao,8,2022,Sentinel-2,PA,0.0398,TI Kayapó
degradacao,8,2022,Sentinel-2,PA,0.0388,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.037,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0366,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.036,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0354,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0351,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0344,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0336,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0334,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0332,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0325,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0325,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0325,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.032,PI Xingu
degradacao,8,2022,Sentinel-2,PA,0.0313,TI Menkragnoti
degradacao,8,2022,Sentinel-2,PA,0.031,TI Menkragnoti
degradacao,8,2022,Sentinel-2,PA,0.0303,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.029,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.0281,TI Kayapó
degradacao,8,2022,Sentinel-2,PA,0.0278,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0276,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.0273,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.0272,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.027,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0269,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0266,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0264,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.0263,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0248,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.0239,TI Kayapó
degradacao,8,2022,Sentinel-2,PA,0.0238,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0228,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0224,TI Menkragnoti
degradacao,8,2022,Sentinel-2,PA,0.0224,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0214,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0199,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0194,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.0193,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0193,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0189,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0187,TI Urubu Branco
degradacao,8,2022,Sentinel-2,PA,0.0186,TI Kayapó
degradacao,8,2022,Sentinel-2,MT,0.0184,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0184,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0176,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0175,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0175,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0175,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0174,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.0173,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0171,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0167,PI Xingu
degradacao,8,2022,Sentinel-2,MT,0.0167,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0166,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0166,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0158,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0158,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0157,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.0145,TI Pequizal do Naruvôtu
degradacao,8,2022,Sentinel-2,MT,0.0141,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.0139,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0135,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0132,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0131,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0131,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0123,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.012,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0118,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.0114,TI Urubu Branco
degradacao,8,2022,Sentinel-2,MT,0.0114,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0107,TI Menkragnoti
degradacao,8,2022,Sentinel-2,MT,0.0106,TI Capoto/Jarina
degradacao,8,2022,Sentinel-2,MT,0.0106,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0105,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0105,TI Wawi
degradacao,8,2022,Sentinel-2,MT,0.0104,TI Wawi
degradacao,8,2022,Sentinel-2,PA,0.0103,TI Menkragnoti
degradacao,8,2022,Landsat-8-9,MT,0.0446,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8-9,MT,0.0109,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.7303,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.1004,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0497,PI Xingu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0385,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0363,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0287,PI Xingu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0274,PI Xingu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0258,PI Xingu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0217,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0196,PI Xingu
degradacao,8,2022,Landsat-8/Sentinel-2,MT,0.0167,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.1556,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.1329,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0744,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0614,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0522,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0444,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0349,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0345,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0331,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0307,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0269,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0266,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0254,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0249,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0233,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0222,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0211,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0206,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0188,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0181,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.017,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0165,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.016,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0147,TI Kayapó
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0121,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0117,PI Xingu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0102,TI Pequizal do Naruvôtu
degradacao,8,2022,Landsat-9/Sentinel-2,MT,0.0101,TI Pequizal do Naruvôtu
degradacao,7,2022,Sentinel-2,MT,2.5863,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0386,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.7907,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.6772,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.3029,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.2359,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.0939,TI Marãiwatsédé
degradacao,7,2022,Sentinel-2,MT,0.0889,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.06,TI Marãiwatsédé
degradacao,7,2022,Sentinel-2,MT,0.0548,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.0499,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0486,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.0436,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.0384,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0217,PI Xingu
degradacao,7,2022,Sentinel-2,MT,0.021,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0207,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0192,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0184,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0167,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0158,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.014,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0131,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0131,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0123,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0105,TI Wawi
degradacao,7,2022,Sentinel-2,MT,0.0104,TI Wawi
degradacao,7,2022,Landsat-9/Sentinel-2,MT,0.0932,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,27.1403,TI Vale do Guaporé
degradacao,10,2021,Sentinel-1-2,MT,16.8639,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,16.7442,TI Manoki
degradacao,10,2021,Sentinel-1-2,MT,13.1503,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,12.1445,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,7.7194,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,7.0381,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,6.2462,TI Marãiwatsédé
degradacao,10,2021,Sentinel-1-2,MT,5.921,TI Vale do Guaporé
degradacao,10,2021,Sentinel-1-2,MT,4.5138,TI Nambiquara
degradacao,10,2021,Sentinel-1-2,MT,4.3236,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,3.7469,TI Manoki
degradacao,10,2021,Sentinel-1-2,MT,3.0995,TI Utiariti
degradacao,10,2021,Sentinel-1-2,MT,2.9136,PI Xingu
degradacao,10,2021,Sentinel-1-2,RO,2.7805,TI Pacaás-Novas
degradacao,10,2021,Sentinel-1-2,MT,2.5885,TI Vale do Guaporé
degradacao,10,2021,Sentinel-1-2,MT,2.559,TI Pimentel Barbosa
degradacao,10,2021,Sentinel-1-2,MT,2.5324,PI Xingu
degradacao,10,2021,Sentinel-1-2,RO,2.0257,TI Sagarana
degradacao,10,2021,Sentinel-1-2,RO,0.0743,TI Rio Guaporé
degradacao,10,2021,Sentinel-1-2,RO,1.6284,TI Tubarão/Latundê
degradacao,10,2021,Sentinel-1-2,MT,1.6101,TI Vale do Guaporé
degradacao,10,2021,Sentinel-1-2,MT,1.5207,PI Xingu
degradacao,10,2021,Sentinel-1-2,RO,1.4703,TI Pacaás-Novas
degradacao,10,2021,Sentinel-1-2,MT,1.3577,TI Vale do Guaporé
degradacao,10,2021,Sentinel-1-2,MT,1.2369,TI Manoki
degradacao,10,2021,Sentinel-1-2,MT,1.1431,PI Xingu
degradacao,10,2021,Sentinel-1-2,PA,1.1321,TI Panará
degradacao,10,2021,Sentinel-1-2,MT,1.113,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,1.0397,TI Urubu Branco
degradacao,10,2021,Sentinel-1-2,MT,0.9716,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,0.869,PI Xingu
degradacao,10,2021,Sentinel-1-2,AM,0.8087,TI Apurinã km-124 BR-317
degradacao,10,2021,Sentinel-1-2,RO,0.7514,TI Pacaás-Novas
degradacao,10,2021,Sentinel-1-2,MT,0.739,TI Wawi
degradacao,10,2021,Sentinel-1-2,PA,0.7266,TI Menkragnoti
degradacao,10,2021,Sentinel-1-2,MT,0.7243,TI Wawi
degradacao,10,2021,Sentinel-1-2,MT,0.6861,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,0.6797,PI Xingu
degradacao,10,2021,Sentinel-1-2,RO,0.6787,TI Pacaás-Novas
degradacao,10,2021,Sentinel-1-2,MT,0.6614,TI Utiariti
degradacao,10,2021,Sentinel-1-2,MT,0.5862,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,0.5482,PI Xingu
degradacao,10,2021,Sentinel-1-2,MT,0.5001,TI Wawi
degradacao,10,2021,Sentinel-1-2,AM,0.4775,TI Apurinã km-124 BR-317
degradacao,10,2021,Sentinel-1-2,MT,0.4641,TI Marãiwatsédé
degradacao,10,2021,Sentinel-1-2,MT,0.4549,TI Marãiwatsédé
degradacao,10,2021,Sentinel-1-2,MT,0.4451,TI Wawi
degradacao,10,2021,Sentinel-1-2,MT,0.437,TI Marãiwatsédé
degradacao,10,2021,Sentinel-1-2,PA,0.4311,TI Menkragnoti
