ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,UNID_CONSE,USO,JURISDICAO
degradacao,2,2023,Sentinel-2,PA,6.7615,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,2,2023,Sentinel-2,RO,0.545,PARNA dos Campos Amazônicos,Proteção Integral,Federal
degradacao,2,2023,Sentinel-2,MT,1.3106,PES Igarapés do Juruena,Proteção Integral,Estadual
degradacao,1,2023,Sentinel-2,PA,1.1212,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,1,2023,Sentinel-2,RO,0.3484,REBIO do Guaporé,Proteção Integral,Federal
degradacao,1,2023,Sentinel-2,PA,0.3455,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,11,2022,Landsat-8,PA,0.9869,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AM,1.5689,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AM,0.0395,PARNA Mapinguari,Proteção Integral,Federal
degradacao,11,2022,Sentinel-2,RO,0.7696,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AM,0.072,PARNA Mapinguari,Proteção Integral,Federal
degradacao,11,2022,Sentinel-2,PA,0.6992,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,MT,0.3588,PARNA dos Campos Amazônicos,Proteção Integral,Federal
degradacao,11,2022,Sentinel-2,MT,0.4937,PES Tucumã,Proteção Integral,Estadual
degradacao,11,2022,Sentinel-2,PA,0.4889,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AC,0.4179,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AC,0.3763,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,PA,0.3865,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AC,0.2284,APA do Lago do Amapá,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AM,0.3134,FLONA do Aripuanã,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,PA,0.254,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,RO,0.2529,FERS do Rio Madeira (B),Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,PA,0.2405,FES do Paru,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,PA,0.2048,FES do Paru,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AC,0.1709,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,PA,0.1481,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,PA,0.1436,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AC,0.0739,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AC,0.0319,APA do Igarapé São Francisco,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AC,0.0662,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,MT,0.0452,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,RO,0.0346,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,AC,0.0334,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,PA,0.0265,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,AM,0.0251,RESEX Arapixi,Uso Sustentável,Federal
degradacao,11,2022,Sentinel-2,MT,0.0234,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,RO,0.0195,PES de Corumbiara,Proteção Integral,Estadual
degradacao,11,2022,Sentinel-2,AC,0.0147,APA do Igarapé São Francisco,Uso Sustentável,Estadual
degradacao,11,2022,Sentinel-2,PA,0.014,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2022,Landsat-8/Sentinel-1,PA,7.5922,APA do Tapajós,Uso Sustentável,Federal
degradacao,11,2022,Landsat-8/Sentinel-1,PA,3.0318,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,11,2022,Landsat-8/Sentinel-1,PA,0.0545,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.1846,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.1837,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.169,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.1226,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0961,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0872,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0866,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0712,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0696,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0227,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0578,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.051,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0507,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0491,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0357,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0353,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0349,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0329,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0305,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0302,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0271,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0266,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0241,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0232,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0218,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9,PA,0.0215,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.02,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0192,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0192,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0187,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0184,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0174,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0139,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0126,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0121,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0116,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0106,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9,PA,0.0106,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,7.1517,FLONA de Altamira,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,5.5543,FLONA de Altamira,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,1.1518,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.8363,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.808,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.661,APA do Tapajós,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.5701,FLONA de Altamira,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.4216,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.3891,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,MT,0.3599,ESEC de Iquê,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.3495,APA do Tapajós,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.3376,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.3271,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.3214,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.3071,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.3061,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.285,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.2626,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.2349,FLONA de Altamira,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.2313,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.2274,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1953,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.182,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,AM,0.1761,FLONA de Urupadi,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.1606,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1564,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.1561,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1551,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1545,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.1496,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1489,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1367,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1307,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.1304,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.1228,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.116,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1118,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1063,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.1048,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0927,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0917,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0894,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0873,FES do Iriri,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0849,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0818,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0709,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0697,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0687,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0665,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0653,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0622,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.055,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0528,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,AM,0.0516,FLONA de Urupadi,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.0502,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0494,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0482,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0478,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0457,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0451,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0437,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0435,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0433,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0429,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0413,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0407,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0404,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0398,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0393,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0391,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0389,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0376,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0375,FLONA de Altamira,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.0368,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0356,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0353,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0345,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0332,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0323,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0316,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0311,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0304,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0303,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0301,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0294,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0292,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0291,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0269,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0264,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0261,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0258,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0256,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0252,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0242,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0242,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0242,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.024,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0239,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0238,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0238,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0236,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0234,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0234,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.023,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0229,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0226,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0225,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0222,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.022,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0217,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0209,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0205,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.02,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0198,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0196,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0192,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Sentinel-2,PA,0.0185,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0181,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0178,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0169,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0166,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Sentinel-2,PA,0.0162,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0157,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0152,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0152,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0145,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0143,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0139,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0126,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0117,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0113,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Sentinel-2,PA,0.0108,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8-9,PA,0.0879,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8-9,PA,0.0306,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8-9,PA,0.0245,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-8-9,PA,0.0227,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8-9,PA,0.0188,FLONA do Jamanxim,Uso Sustentável,Federal
degradacao,8,2022,Landsat-8-9,PA,0.018,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8-9,PA,0.0147,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.1685,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0684,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.038,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0301,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.023,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0212,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.021,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0177,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0134,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0115,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-8/Sentinel-2,PA,0.0104,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.1489,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.1167,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.1001,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0838,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0686,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0674,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0661,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0648,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.063,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0431,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0405,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0338,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0315,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0304,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0293,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0287,APA do Tapajós,Uso Sustentável,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0274,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0261,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0249,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0229,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0228,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0226,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0212,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0176,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.017,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0148,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0131,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,8,2022,Landsat-9/Sentinel-2,PA,0.0118,APA Triunfo do Xingu,Uso Sustentável,Estadual
