ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,UNID_CONSE,USO,JURISDICAO
degradacao,6,2010,Modis,PA,0.4818,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,6,2010,Modis,PA,1.4182,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,6,2010,Modis,PA,0.7111,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0236,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1886,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0384,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0293,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.039,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0207,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0353,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0246,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0522,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.017,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0451,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.04,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0432,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0467,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.4295,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0321,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0417,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1331,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0265,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0325,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0197,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0729,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0744,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0978,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0443,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.0197,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0658,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0233,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0288,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0587,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0614,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0463,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.032,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0438,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0409,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1511,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0594,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0104,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.3149,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.2305,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0832,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1538,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0197,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0737,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0166,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0459,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.097,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0155,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.7014,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0592,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.022,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.027,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.5045,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0486,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0246,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0221,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0575,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0283,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0568,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0675,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.077,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0236,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0558,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0634,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0397,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.059,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0358,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0346,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.025,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0438,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0658,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0216,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0535,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,1.3936,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1716,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1383,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0486,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0806,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.9412,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0737,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1518,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.213,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0596,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.1768,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0757,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.072,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.2938,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0152,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.022,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0522,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0883,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.3243,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0346,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0356,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0208,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0381,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0796,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.4036,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0404,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0659,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1143,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0265,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0693,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0229,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.048,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0381,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1576,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,1.3448,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0299,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0776,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0241,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0391,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0495,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.144,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.101,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0203,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0283,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0398,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1407,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.2062,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0244,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0433,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0141,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0222,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,2.2547,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0177,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0556,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0393,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.016,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0375,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0126,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0234,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1026,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0118,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.4835,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1706,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0641,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0231,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0257,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.5402,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0106,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.018,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0261,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0416,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,2.8121,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.016,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0115,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.0431,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.154,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,1,2021,Sentinel-1-2,PA,0.0825,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.8299,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0109,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0335,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0125,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.0254,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0214,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0268,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.5164,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.811,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.0134,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0263,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.031,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0332,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0333,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0269,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0331,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0253,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0263,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0291,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0423,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0405,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.032,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0371,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0266,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0291,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0279,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.1726,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0171,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.028,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.457,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.8161,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0235,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.2793,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0373,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0332,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0628,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0349,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1973,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0265,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0288,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.2258,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0219,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1171,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0976,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.5954,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0755,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0312,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0271,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0165,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.086,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0539,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0119,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0244,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.3502,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0962,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0863,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.2687,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0314,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0957,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0423,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.149,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0135,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1066,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0186,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0319,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0117,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.051,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0116,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1261,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0176,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.2492,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0117,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.8645,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.2276,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0524,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.1141,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.2906,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0133,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0161,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,2.4466,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0299,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.026,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0104,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0355,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.3876,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.194,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0213,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0738,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0151,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0356,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0289,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0251,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0165,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.019,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.2813,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.0204,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.039,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.1217,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,2.5695,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.1227,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.0263,APA Triunfo do Xingu,Uso Sustentável,Estadual
