sigla_uf,area_ha,categoria,ano,terrai_nom,fase_ti,id,nome,geocodigo
PA,10.3005053657,não autorizada,2018,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,85.7888920913,não autorizada,2018,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,19.6850181009,não autorizada,2018,Xikrin do Rio Catete,Regularizada,2840.0,Água Azul do Norte,1500347
PA,14.1019010482,não autorizada,2018,Xikrin do Rio Catete,Regularizada,2840.0,Água Azul do Norte,1500347
PA,3.69159345094,não autorizada,2018,Xikrin do Rio Catete,Regularizada,2840.0,Água Azul do Norte,1500347
PA,21.8087129152,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,11.7204666459,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,12.026126367,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,66.607532236,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,97.6543087827,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,4.19328042644,não autorizada,2018,Trincheira Bacaja,Regularizada,650.0,São Félix do Xingu,1507300
PA,25.7671298603,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,61.1101752871,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,23.6123675059,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,11.2487238545,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,10.157690402,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,7.30656649315,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,6.22898895094,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,6.62554977834,não autorizada,2018,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,50.3871645832,não autorizada,2018,Baú,Regularizada,855.0,Altamira,1500602
PA,4.63100803142,não autorizada,2018,Baú,Regularizada,855.0,Altamira,1500602
PA,219.830411622,autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,722.00723291,autorizada,2008,Maró,Delimitada,3145.0,Santarém,1506807
PA,797.921388782,autorizada,2008,Maró,Delimitada,3145.0,Santarém,1506807
PA,168.231019622,autorizada,2008,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,207.943807395,autorizada,2008,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,98.1049693545,autorizada,2008,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,8.69488711965,autorizada,2008,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,444.747961089,autorizada,2008,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,255.034544504,autorizada,2010,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,1247.6179299,autorizada,2010,Maró,Delimitada,3145.0,Santarém,1506807
PA,182.835758195,autorizada,2010,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,54.0896150905,autorizada,2010,Maró,Delimitada,3145.0,Santarém,1506807
PA,15.3858154651,autorizada,2010,Maró,Delimitada,3145.0,Santarém,1506807
PA,380.867246822,autorizada,2010,Maró,Delimitada,3145.0,Santarém,1506807
PA,12.1527114556,autorizada,2012,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,1202.46606464,autorizada,2016,Maró,Delimitada,3145.0,Santarém,1506807
PA,76.1034938419,autorizada,2016,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,412.576764605,autorizada,2016,Maró,Delimitada,3145.0,Santarém,1506807
PA,732.773407791,autorizada,2016,Maró,Delimitada,3145.0,Santarém,1506807
PA,344.694527108,autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,33.0782730324,autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,76.5997055002,autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,983.63712795,autorizada,2009,Maró,Delimitada,3145.0,Santarém,1506807
PA,398.938375612,autorizada,2009,Maró,Delimitada,3145.0,Santarém,1506807
PA,284.421147385,autorizada,2009,Maró,Delimitada,3145.0,Santarém,1506807
PA,316.175144312,autorizada,2009,Maró,Delimitada,3145.0,Santarém,1506807
PA,26.4556356096,autorizada,2011,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,160.249078773,autorizada,2011,Maró,Delimitada,3145.0,Santarém,1506807
PA,62.9764440073,autorizada,2011,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,41.4392169183,autorizada,2011,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,66.5859615609,autorizada,2011,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,81.5335879182,autorizada,2011,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,894.212572318,autorizada,2011,Maró,Delimitada,3145.0,Santarém,1506807
PA,136.016837658,autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,595.105827163,autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,1133.49211012,autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,184.909854013,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,201.294793241,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,103.38777847,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,91.6225955125,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,54.1441565587,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,41.5049929745,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,55.2455494259,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,213.230332711,autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,65.8195846063,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,12.7752807559,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,27.5597649048,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,67.4950938662,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,9.73380340176,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,11.2395676681,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,9.28665924122,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,7.02613175085,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,72.672508971,não autorizada,2017,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,79.6181761562,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,43.9331790136,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,22.7011586991,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,7.92497966258,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,7.32513308363,não autorizada,2017,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,199.318418515,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,7.26456727364,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,152.526101313,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,24.8834396707,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,166.359703188,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,128.782801743,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,76.2288643957,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,35.12970776,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,51.7118540112,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,25.263151495,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,35.0663082379,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,25.3959997156,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,16.7436914416,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,31.5579567733,não autorizada,2017,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,429.422682159,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,653.637520631,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,108.173956008,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,22.9657029801,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,13.7013924249,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,18.3523547364,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,3.03955046829,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,2.30680996625,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,30.4418083127,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,40.0298702479,não autorizada,2017,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,4.04176763672,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,11.5415509985,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,4.18158351382,não autorizada,2017,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,13.8280067249,não autorizada,2007,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,104.42223238,não autorizada,2007,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,190.444626998,não autorizada,2007,Baú,Regularizada,855.0,Altamira,1500602
PA,1921.61441593,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,62.7723214133,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,201.204888555,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,49.5831021681,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,49.5831021681,não autorizada,2007,Cachoeira Seca,Regularizada,2372.0,Uruará,1508159
PA,35.6512002339,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,460.673928015,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,1391.89279409,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,85.8751622296,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,12.1934424398,não autorizada,2007,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,595.904237761,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,40.3769906574,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,168.307110066,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,51.2553107382,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,262.244276791,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,640.915764584,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,12.8800720236,não autorizada,2007,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,133.06128151,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,9.47075865249,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,108.757937488,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,319.109923361,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,432.371551011,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,106.630770372,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,104.6692032,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,417.519427042,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,169.43270314,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,90.4171613462,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,466.204189415,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,146.62686017,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,63.4636791887,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,316.00250466,não autorizada,2007,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,57.605137766,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,1040.82415097,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,99.2589752821,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,35.5275841653,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,503.496917318,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,246.495061963,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,128.495338727,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,154.915366484,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,161.08013679,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,87.0694881249,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,83.2653775018,não autorizada,2009,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,18.7933108635,não autorizada,2009,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,44.5534470949,não autorizada,2009,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,44.5534470949,não autorizada,2009,Alto Rio Guamá,Regularizada,2237.0,Viseu,1508308
PA,21.4621230473,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,319.606095431,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,160.670960512,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,21.2277641897,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,17.6052989628,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,53.2556634103,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,68.994278211,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,123.274166497,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,23.0862611271,não autorizada,2009,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,25.379788247,não autorizada,2009,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,5.26604834474,não autorizada,2009,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,133.632767382,não autorizada,2009,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,26.6603787356,não autorizada,2009,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,152.861625713,não autorizada,2009,Sarauá,Regularizada,969.0,Ipixuna do Pará,1503457
PA,187.560135124,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,20.8489230026,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,5.9658988332,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,7.05043615849,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,12.8306830339,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,104.31682302,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,104.31682302,não autorizada,2009,Amanayé,Encaminhada RI,991.0,Paragominas,1505502
PA,25.970316863,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,6.48560690775,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,6.94645832765,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,4.48206885804,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,80.0290539951,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,5.18751750905,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,5.03294144023,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,30.9002586131,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,93.4658743662,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,591.732123482,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,385.428313175,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,31.7153808549,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,20.6725537141,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,10.3349156907,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,18.9981451525,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,8.0108325525,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,89.2338723861,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,10.2604107904,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,4.29409003755,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,54.9714981993,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,33.2003141015,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,4.2120842036,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,16.0082421148,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,211.169631801,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,102.981683468,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,26.869010435,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,10.4616132229,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,47.554885969,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,26.3067050172,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,8.01675175769,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,33.6112926285,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,17.8666519487,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,234.893710388,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,28.834448523,não autorizada,2009,Amanayé,Encaminhada RI,800.0,Goianésia do Pará,1503093
PA,246.204611604,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,49.9351951468,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,295.279792381,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,280.581042621,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,34.1887757631,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,89.9793148482,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,237.334942519,não autorizada,2009,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,46.3081834498,não autorizada,2009,Kayapó,Regularizada,4097.0,Cumaru do Norte,1502764
PA,19.8045487132,não autorizada,2009,Kayapó,Regularizada,4097.0,Cumaru do Norte,1502764
PA,8.9508903177,não autorizada,2009,Kayapó,Regularizada,4097.0,Cumaru do Norte,1502764
PA,15.8829724333,não autorizada,2009,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,9.82878266734,não autorizada,2009,Cachoeira Seca,Regularizada,855.0,Altamira,1500602
PA,9.82878266734,não autorizada,2009,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,13.8583157028,não autorizada,2009,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,15.4771763902,não autorizada,2009,Cachoeira Seca,Regularizada,3966.0,Placas,1505650
PA,15.1873330102,não autorizada,2009,Munduruku,Regularizada,871.0,Jacareacanga,1503754
PA,2.26853221278,não autorizada,2009,Munduruku,Regularizada,871.0,Jacareacanga,1503754
PA,127.167794276,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,72.6828299496,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,42.7708380955,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,37.9054803883,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,33.9146386453,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,60.5105036386,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,14.5117734331,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,37.3199537529,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,66.5187119329,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,46.0599639615,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,29.9783382912,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,26.6353957905,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,57.178906315,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,4951.84087391,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,249.560281149,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,902.443666697,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,70.5381752254,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,19.7011010823,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,18.8646853422,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,71.399175427,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,36.4957025587,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,967.0727709,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,967.0727709,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,475.123623705,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,345.509004753,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,44.7146963673,não autorizada,2008,Alto Rio Guamá,Regularizada,2568.0,Centro Novo do Maranhão,2103174
PA,44.7146963673,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,13.4489849149,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,94.1547366557,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,45.4907648857,não autorizada,2008,Alto Rio Guamá,Regularizada,2568.0,Centro Novo do Maranhão,2103174
PA,45.4907648857,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,647.95444722,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,27.7561651139,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,55.8575390246,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,1205.12870441,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,214.047441406,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,147.682407458,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,104.072990704,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,176.68095824,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,4556.88088913,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,562.665038317,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,334.213109566,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,37.8609501665,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,1605.89654656,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,1262.81421884,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,2401.21848185,não autorizada,2008,Alto Rio Guamá,Regularizada,991.0,Paragominas,1505502
PA,2401.21848185,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,81.8603038256,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,25.8088559294,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
PA,369.816112216,não autorizada,2008,Alto Rio Guamá,Regularizada,2968.0,Nova Esperança do Piriá,1504950
