sigla_uf,area_ha,categoria,ano,terrai_nom,fase_ti,id,nome,geocodigo
MT,331.491023849,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,126.157161532,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,53.7689610898,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,64.0972463681,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,41.9329765032,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,320.389033482,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,47.850381285,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,205.033214297,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,164.202350614,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,70.6007093131,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,187.572338096,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,263.085275899,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,357.367453123,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,283.958173298,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,24.8056713614,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,163.529066877,não autorizada,2014,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,65.0416441295,não autorizada,2014,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,35.4498126432,não autorizada,2014,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,157.900597198,não autorizada,2017,Wawi,Regularizada,2210.0,Querência,5107065
MT,310.11474392,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,107.308951762,não autorizada,2017,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,107.308951762,não autorizada,2017,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,123.393612489,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,29.3432588618,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,24.0302677094,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,139.395821559,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,67.6819490607,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,58.1416502221,não autorizada,2017,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,42.6728092587,não autorizada,2017,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,177.673619015,não autorizada,2017,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,67.2663767233,não autorizada,2017,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,145.970670996,não autorizada,2017,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,6.58169409052,não autorizada,2017,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,9.14641745558,não autorizada,2017,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,188.813521788,não autorizada,2017,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,61.9334409237,não autorizada,2017,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,70.0246801265,não autorizada,2017,Menkü,Delimitada,615.0,Brasnorte,5101902
MT,27.9951675268,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,50.9830392577,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,34.3654431731,não autorizada,2017,Manoki,Declarada,615.0,Brasnorte,5101902
MT,7.51456919638,não autorizada,2017,Menkü,Delimitada,615.0,Brasnorte,5101902
MT,121.949170249,não autorizada,2017,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,91.589556842,não autorizada,2017,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,6.97333279547,não autorizada,2017,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,37.4482538279,não autorizada,2017,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,4.24888232865,não autorizada,2017,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,7.89548587274,não autorizada,2017,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,58.6436980756,não autorizada,2017,Menkü,Regularizada,615.0,Brasnorte,5101902
MT,195.124683549,não autorizada,2017,Menkü,Regularizada,615.0,Brasnorte,5101902
MT,189.406956278,não autorizada,2017,Apiaka/Kayabi,Regularizada,593.0,Juara,5105101
MT,98.7568104341,não autorizada,2017,Apiaka/Kayabi,Regularizada,593.0,Juara,5105101
MT,34.0576175831,não autorizada,2017,Apiaka/Kayabi,Regularizada,593.0,Juara,5105101
MT,114.375002625,não autorizada,2017,Apiaka/Kayabi,Regularizada,593.0,Juara,5105101
MT,11.0978575299,não autorizada,2017,Apiaka/Kayabi,Regularizada,593.0,Juara,5105101
MT,19.1452304041,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,5.47149508202,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,22.9540010477,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,50.7796222377,não autorizada,2017,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,57.7343424382,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,106.241139422,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,21.3928718148,não autorizada,2019,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,6.4654370426,não autorizada,2019,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,439.984850573,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,45.5445576256,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,56.6019353192,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,41.6990048555,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,268.26709043,não autorizada,2019,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,293.704435782,não autorizada,2019,Menkü,Regularizada,615.0,Brasnorte,5101902
MT,339.012920618,não autorizada,2019,Menkü,Delimitada,615.0,Brasnorte,5101902
MT,125.524566755,não autorizada,2019,Parque do Xingu,Regularizada,565.0,Gaúcha do Norte,5103858
MT,319.406971306,não autorizada,2019,Panará,Regularizada,1005.0,Guarantã do Norte,5104104
MT,56.4208003106,não autorizada,2019,Panará,Regularizada,1005.0,Guarantã do Norte,5104104
MT,311.76864939,não autorizada,2019,Panará,Regularizada,1005.0,Guarantã do Norte,5104104
MT,113.973119297,não autorizada,2019,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,11.5728815301,não autorizada,2019,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,32.4654416208,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,14.1727653594,não autorizada,2019,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,23.8502446138,não autorizada,2019,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,58.8629222866,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,63.8599541523,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,115.011790722,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,20.6540634714,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,433.054754476,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,18.6456914185,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,14.3364397698,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,217.812646657,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,58.3691202525,não autorizada,2019,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,58.3691202525,não autorizada,2019,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,144.91628928,não autorizada,2019,Parque do Xingu,Regularizada,571.0,Nova Ubiratã,5106240
MT,1.58380251026,não autorizada,2019,Parque do Xingu,Regularizada,2201.0,Paranatinga,5106307
MT,190.49659635,não autorizada,2019,Parque do Xingu,Regularizada,565.0,Gaúcha do Norte,5103858
MT,0.00782055543,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,22.690515293,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,23.9795515674,não autorizada,2019,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,102.407381564,não autorizada,2019,Menkragnoti,Regularizada,708.0,Peixoto de Azevedo,5106422
MT,87.7452780645,não autorizada,2019,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,30.7002445578,não autorizada,2019,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,24.1695072714,não autorizada,2019,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,48.1899742836,não autorizada,2018,Sete de Setembro,Regularizada,609.0,Rondolândia,5107578
MT,363.015525631,não autorizada,2018,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,363.015525631,não autorizada,2018,Parque do Aripuanã,Regularizada,3130.0,Vilhena,1100304
MT,904.889661895,não autorizada,2018,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,184.539805495,não autorizada,2018,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,599.77783396,não autorizada,2018,Menkü,Delimitada,615.0,Brasnorte,5101902
MT,302.690810937,não autorizada,2018,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,35.2880083473,não autorizada,2018,Parque do Xingu,Regularizada,2225.0,Marcelândia,5105580
MT,230.629334206,não autorizada,2018,Parque do Xingu,Regularizada,2273.0,Feliz Natal,5103700
MT,328.310049633,não autorizada,2018,Urubu Branco,Regularizada,2327.0,Porto Alegre do Norte,5106778
MT,58.6449081239,não autorizada,2018,Kayabi,Regularizada,1011.0,Apiacás,5100805
MT,213.370723761,não autorizada,2018,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,59.2433734373,não autorizada,2018,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,152.343425984,não autorizada,2018,Japuira,Regularizada,593.0,Juara,5105101
MT,68.6697754393,não autorizada,2018,Japuira,Regularizada,593.0,Juara,5105101
MT,112.268297665,não autorizada,2018,Manoki,Declarada,615.0,Brasnorte,5101902
MT,25.939228988,não autorizada,2018,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,46.6836158318,não autorizada,2018,Enawenê-Nawê,Regularizada,2168.0,Juína,5105150
MT,12.3111100112,não autorizada,2018,Parque do Aripuanã,Regularizada,2168.0,Juína,5105150
MT,20.864116647,não autorizada,2018,Menkü,Delimitada,615.0,Brasnorte,5101902
MT,15.4060833948,não autorizada,2018,Batelão,Delimitada,1880.0,Tabaporã,5107941
MT,82.1015013864,não autorizada,2018,Arara do Rio Branco,Regularizada,1135.0,Aripuanã,5101407
MT,82.1015013864,não autorizada,2018,Arara do Rio Branco,Regularizada,643.0,Colniza,5103254
MT,335.87226729,não autorizada,2018,Arara do Rio Branco,Regularizada,643.0,Colniza,5103254
MT,24.4178813327,não autorizada,2018,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,343.870042955,não autorizada,2018,Piripkura ( restrição de uso ),Em Estudo,643.0,Colniza,5103254
MT,11.536583771,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,5.70482285241,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,325.608544131,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,156.466975156,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,23.3844045926,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,272.078770646,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,12.5496989391,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,20.4249500592,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,25.8888317009,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,71.5357430127,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,58.8857235069,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,96.8608938994,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,7.07421671033,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,38.3768995059,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,53.9048964777,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,11.4265116348,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,79.0893876903,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,90.0342191207,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,11.0351215443,não autorizada,2018,Aripuanã,Regularizada,1135.0,Aripuanã,5101407
MT,194.704548145,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,54.3198317012,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,8.06303793927,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,249.743174435,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,206.82078337,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,195.129776921,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,193.556045366,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,23.7238054932,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,45.0610653609,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,87.3945535714,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,295.241468556,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,82.1203624336,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,11.6618528158,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,44.8868271102,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,22.8543785567,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,35.3374503744,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,3.29853548116,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,37.7640939019,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,4.64070170735,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,62.4405132034,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,17.7351026073,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,185.474631782,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,11.1345067524,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,90.7725037686,não autorizada,2018,Zoró,Regularizada,609.0,Rondolândia,5107578
MT,64.2073177921,não autorizada,2018,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,80.3234576012,não autorizada,2018,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,58.6727778687,não autorizada,2018,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,223.800474482,não autorizada,2018,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,39.5858709434,não autorizada,2018,Roosevelt,Regularizada,609.0,Rondolândia,5107578
MT,5.6163990209,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,7.84204211147,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,1.44227272992,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,8.086169988,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,1.98115287427,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,42.4291403194,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,9.19534708845,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,32.148709191,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,5.09423461031,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,4.92073137208,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,7.98839726713,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,197.823970642,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,19.241064996,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,3.89708442556,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,3.07982726441,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,8.22049801187,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,8.75879622125,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
MT,6.17326317518,não autorizada,2018,Aripuanã,Regularizada,2168.0,Juína,5105150
